id;nombre;piso;depto;codigo_pos;direccion;barrio;comuna;dias_y_hor;telefonos;email;web;actividad;depende;publico;sector;activ;lon;lat
62;Centro Cultural Fortunato Lacámera;;;1147;SAN JUAN AV. 353;San Telmo;Comuna 1;Lunes a Viernes de 17:30 a 21:30.;4361-6823;ccfortunatolacamera@hotmail.com;http://www.buenosaires.gob.ar/areas/cultura/cen_culturales/prog_barrios.php;Centro Cultural;Ministerio de Cultura - Dirección General de Promoción Cultural;General;Estado Municipal;Milonga y/o Tanguería||Peña||Espacio de Formación (Carreras, Seminarios y Talleres);-58.3703;-34.6216979936772
63;Centro Cultural Homero Manzi;;;1437;TILCARA 3365;Nueva Pompeya;Comuna 4;Lunes a Viernes de 17:30 a 21:30. Sábados de 11:00 a 14:00.;4918-7654;cchomeromanzi@hotmail.com;http://www.buenosaires.gob.ar/areas/cultura/cen_culturales/prog_barrios.php;Centro Cultural;Ministerio de Cultura - Dirección General de Promoción Cultural;General;Estado Municipal;Espacio de Formación (Carreras, Seminarios y Talleres)||Bar Cultural||Sala de Exposición||Cine||Espacio Escénico (Teatro, Música y Danza);-58.4204;-34.654748391083
64;Centro Cultural Juan Carlos Castagnino;PB;;1437;PAZ, GRAL. AV. y 2 DE ABRIL DE 1982;Villa Lugano;Comuna 8;Lunes a Viernes de 17:30 a 21:30.;4601-5838;ccjccastagnino@hotmail.com;http://www.buenosaires.gob.ar/areas/cultura/cen_culturales/prog_barrios.php;Centro Cultural;Ministerio de Cultura - Dirección General de Promoción Cultural;General;Estado Municipal;Espacio de Formación (Carreras, Seminarios y Talleres);-58.4953;-34.6787866380022
65;Centro Cultural Julio Cortázar;;;1429;O'HIGGINS 3050;Nuñez;Comuna 13;Lunes a Viernes de 17:00 a 21:30.;4701-3400;ccjuliocortazar@gmail.com;http://www.buenosaires.gob.ar/areas/cultura/cen_culturales/prog_barrios.php;Centro Cultural;Ministerio de Cultura - Dirección General de Promoción Cultural;General;Estado Municipal;Espacio de Formación (Carreras, Seminarios y Talleres);-58.4609;-34.5510659169473
66;Centro Cultural La Casita de la Selva;;;1407;LA SELVA 4022;Velez Sarsfield;Comuna 10;Lunes a Viernes de 16:00 a 23:00.;4672-5708;cclaselva@gmail.com;http://www.buenosaires.gob.ar/areas/cultura/cen_culturales/prog_barrios.php;Centro Cultural;Ministerio de Cultura - Dirección General de Promoción Cultural;General;Estado Municipal;Espacio de Formación (Carreras, Seminarios y Talleres);-58.4823;-34.6378334055897
67;Centro Cultural La Paternal - Villa Mitre;;;1416;CARACAS 1249;Villa Gral. Mitre;Comuna 11;Lunes a Viernes 17:00 a 22:00. Sábados de 15:00 a 18:00.;4581-1874;cc-lapaternal@yahoo.com.ar;http://www.buenosaires.gob.ar/areas/cultura/cen_culturales/prog_barrios.php;Centro Cultural;Ministerio de Cultura - Dirección General de Promoción Cultural;General;Estado Municipal;Editorial||Cine||Sala de Exposición||Milonga y/o Tanguería||Peña||Espacio de Formación (Carreras, Seminarios y Talleres)||Espacio Escénico (Teatro, Música y Danza);-58.4672;-34.6161349431873
68;Centro Cultural La Usina;PB;;1293;SANTO DOMINGO 2752;Barracas;Comuna 4;Lunes, Martes, Jueves y Viernes de 14:00 a 21:00.;4301-8766;lausina@yahoo.com.ar;http://www.buenosaires.gob.ar/areas/cultura/cen_culturales/prog_barrios.php;Centro Cultural;Ministerio de Cultura - Dirección General de Promoción Cultural;General;Estado Municipal;Espacio de Formación (Carreras, Seminarios y Talleres);-58.3853;-34.653563894113
69;Centro Cultural Lino E. Spilimbergo;;;1430;PEREZ, ROQUE 3545;Saavedra;Comuna 12;Lunes a Viernes de 17:00 a 23:00.;4542-9918;ccspilimbergo@yahoo.com.ar;http://www.buenosaires.gob.ar/areas/cultura/cen_culturales/prog_barrios.php;Centro Cultural;Ministerio de Cultura - Dirección General de Promoción Cultural;General;Estado Municipal;Cine||Sala de Exposición||Peña||Milonga y/o Tanguería||Espacio de Formación (Carreras, Seminarios y Talleres)||Espacio Escénico (Teatro, Música y Danza);-58.4782;-34.5555622467919
70;Centro Cultural Lola Mora;;;1405;RIO DE JANEIRO 946;Caballito;Comuna 6;Martes a Viernes de 17:30 a 21:30.;4983-5877 // 4862-7245;cclolamora@gmail.com;http://www.buenosaires.gob.ar/areas/cultura/cen_culturales/prog_barrios.php;Centro Cultural;Ministerio de Cultura - Dirección General de Promoción Cultural;General;Estado Municipal;Cine||Peña||Milonga y/o Tanguería||Espacio de Formación (Carreras, Seminarios y Talleres)||Espacio Escénico (Teatro, Música y Danza)||Editorial;-58.432;-34.6043908774014
71;Centro Cultural Macedonio Fernández;;;1440;LEGUIZAMON, MARTINIANO 1470;Mataderos;Comuna 9;Lunes a Viernes de 17:00 a 21:00.;4687-0063;ccmacedonio@gmail.com;http://www.buenosaires.gob.ar/areas/cultura/cen_culturales/prog_barrios.php;Centro Cultural;Ministerio de Cultura - Dirección General de Promoción Cultural;General;Estado Municipal;Espacio Escénico (Teatro, Música y Danza)||Editorial||Cine||Peña||Milonga y/o Tanguería||Espacio de Formación (Carreras, Seminarios y Talleres);-58.5085;-34.6524012371201
72;Centro Cultural Marcó del Pont;;;1406;ARTIGAS, JOSE GERVASIO, GRAL. 202;Flores;Comuna 7;Lunes a Viernes de 14:00 a 20:00. Sábados y Domingos de 15:00 a 24:00.;4612-2412 // 4611-2650;ccmarcodelpont@buenosaires.gov.ar;http://www.buenosaires.gob.ar/areas/cultura/prom_cultural/cculturales/marco_pont.php;Centro Cultural;Ministerio de Cultura - Dirección General de Promoción Cultural;General;Estado Municipal;Sala de Exposición||Cine||Biblioteca||Espacio de Formación (Carreras, Seminarios y Talleres)||Espacio Escénico (Teatro, Música y Danza)||Milonga y/o Tanguería;-58.465;-34.6274404539359
73;Centro Cultural Osvaldo Pugliese;;;1414;ARAOZ 234;Villa Crespo;Comuna 15;Lunes a Viernes de 17:30 a 22:00.;4854-6778;cculturalpugliese@gmail.com;http://www.buenosaires.gob.ar/areas/cultura/cen_culturales/prog_barrios.php;Centro Cultural;Ministerio de Cultura - Dirección General de Promoción Cultural;General;Estado Municipal;Espacio de Formación (Carreras, Seminarios y Talleres);-58.439;-34.6010879816593
74;Centro Cultural Plaza Defensa;;;1143;DEFENSA 535;Monserrat;Comuna 1;Lunes a Viernes de 13:00 a 21:00.;4342-6610;ccplazadefensa@buenosaires.gob.ar;http://www.buenosaires.gob.ar/areas/cultura/cen_culturales/prog_barrios.php;Centro Cultural;Ministerio de Cultura - Dirección General de Promoción Cultural;General;Estado Municipal;Bar Cultural||Espacio Escénico (Teatro, Música y Danza);-58.3719;-34.6141483313619
75;Centro Cultural Resurgimiento;;;1416;ARTIGAS, JOSE GERVASIO, GRAL. 2262;Villa Del Parque;Comuna 11;Lunes a Viernes de 8:00 a 21:00. Sábados, Domingos y Feriados 13:30 a 19:00.;4585-4960 // 5197-0296;resurgimiento@fibertel.com.ar;http://www.buenosaires.gob.ar/areas/cultura/prom_cultural/cculturales/resurgimiento.php;Centro Cultural;Ministerio de Cultura - Dirección General de Promoción Cultural;General;Estado Municipal;Espacio Escénico (Teatro, Música y Danza)||Espacio de Formación (Carreras, Seminarios y Talleres)||Milonga y/o Tanguería||Sala de Exposición||Biblioteca;-58.4781;-34.6065391643013
76;Centro Cultural Roberto Arlt;;;1406;AVELLANEDA AV. 2547;Flores;Comuna 7;Lunes a Viernes de 18:00 a 21:00.;4613-8304;centroculturalarlt@yahoo.com.ar;http://www.buenosaires.gob.ar/areas/cultura/cen_culturales/prog_barrios.php;Centro Cultural;Ministerio de Cultura - Dirección General de Promoción Cultural;General;Estado Municipal;Espacio de Formación (Carreras, Seminarios y Talleres)||Espacio Escénico (Teatro, Música y Danza)||Sala de Exposición||Peña||Milonga y/o Tanguería;-58.4669;-34.6248356736504
77;Centro Cultural Roberto Santoro;;;1427;GIRIBONE 1961;Villa Ortuzar;Comuna 15;Lunes a Viernes de 16:30 a 21:30 (excepto Miércoles).;4552-1690;ccrobertosantoro@yahoo.com.ar;http://www.buenosaires.gob.ar/areas/cultura/cen_culturales/prog_barrios.php;Centro Cultural;Ministerio de Cultura - Dirección General de Promoción Cultural;General;Estado Municipal;Espacio de Formación (Carreras, Seminarios y Talleres)||Bar Cultural||Espacio Escénico (Teatro, Música y Danza);-58.4691;-34.5793800405143
78;Centro Cultural Saladiyo;;;1439;BERON DE ASTRADA 5920;Villa Lugano;Comuna 8;Lunes a Viernes de 18:00 a 21:00.;4605-0785;ccsaladiyo@gmail.com;http://www.buenosaires.gob.ar/areas/cultura/cen_culturales/prog_barrios.php;Centro Cultural;Ministerio de Cultura - Dirección General de Promoción Cultural;General;Estado Municipal;Bar Cultural||Espacio Escénico (Teatro, Música y Danza)||Espacio de Formación (Carreras, Seminarios y Talleres);-58.4631;-34.6883049386017
79;Centro Cultural Sebastián Piana;;;1439;PUAN 360;Caballito;Comuna 6;Lunes a Viernes de 18:00 a 21:00.;4432-4515;ccspiana@hotmail.com;http://www.buenosaires.gob.ar/areas/cultura/cen_culturales/prog_barrios.php;Centro Cultural;Ministerio de Cultura - Dirección General de Promoción Cultural;General;Estado Municipal;Espacio de Formación (Carreras, Seminarios y Talleres)||Espacio Escénico (Teatro, Música y Danza);-58.4472;-34.6268750727812
80;Centro Cultural Versalles;;;1408;BRUSELAS 785;Versalles;Comuna 10;Lunes a Viernes de 17:30 a 21:30.;4641-2722;ccversalles@yahoo.com;http://www.buenosaires.gob.ar/areas/cultura/cen_culturales/prog_barrios.php;Centro Cultural;Ministerio de Cultura - Dirección General de Promoción Cultural;General;Estado Municipal;Espacio de Formación (Carreras, Seminarios y Talleres);-58.5228;-34.6284574389684
81;Espacio Cultural Carlos Gardel;PB;;1427;OLLEROS 3640;Chacarita;Comuna 15;Martes a Viernes de 10:00 a 20:00. Sábados y Domingos de 18:00 a 22:00.;4552-4229;ecarlosgardel@buenosaires.gov.ar;http://www.buenosaires.gob.ar/areas/cultura/prom_cultural/cculturales/carlos_gardel.php;Centro Cultural;Ministerio de Cultura - Dirección General de Promoción Cultural;General;Estado Municipal;Cine||Sala de Exposición||Milonga y/o Tanguería||Espacio de Formación (Carreras, Seminarios y Talleres)||Espacio Escénico (Teatro, Música y Danza);-58.4509;-34.5825292242897
82;Espacio Cultural Julián Centeya;PB;;1233;SAN JUAN AV. 3255;San Cristobal;Comuna 3;Martes a Domingo de 10:00 a 22:00.;4931-9667 // 4932-1246;ejuliancenteya@buenosaires.gov.ar;http://www.buenosaires.gob.ar/areas/cultura/prom_cultural/cculturales/centeya.php;Centro Cultural;Ministerio de Cultura - Dirección General de Promoción Cultural;General;Estado Municipal;Cine||Sala de Exposición||Milonga y/o Tanguería||Espacio de Formación (Carreras, Seminarios y Talleres)||Espacio Escénico (Teatro, Música y Danza);-58.4113;-34.6247975032505
83;Cine El Plata;;;1440;ALBERDI, JUAN BAUTISTA AV. 5751;Mataderos;Comuna 9;Lunes a Viernes de 13:00 a 20:00. Sábados, Domingos y Feriados de 10:00 a 22:00.;4635-2429;elplata@buenosaires.gob.ar;http://www.museos.buenosaires.gob.ar;Cine;Ministerio de Cultura - Dirección General de Museos;General;Estado Municipal;Sala de Exposición;-58.5018;-34.6508165072103
84;Polo Circo;;;1256;COMBATE DE LOS POZOS y GARAY, JUAN DE AV.;Parque Patricios;Comuna 4;Lunes a Domingos de 9:00 a 23:00.;4371-2111;polocirco@buenosaires.gob.ar;http://www.festivalpolocirco.gob.ar;Circo;Ministerio de Cultura - Centro Cultural General San Martín;General;Estado Municipal;Espacio de Formación (Carreras, Seminarios y Talleres)||Milonga y/o Tanguería||Sala de Exposición||Cine||Centro Cultural;-58.3922;-34.6272635765247
85;Conservatorio Superior de Música de la Ciudad de Bs. As. Astor Piazzolla;;;1172;SARMIENTO 3401;Almagro;Comuna 5;Lunes a Viernes de 8:00 a 23:00.;4865-9001;secretaria_ciudad@buenosaires.gob.ar;http://www.buenosaires.gov.ar/areas/cultura/dg_ens_art/cons_piazzola.php;Espacio de Formación (Carreras, Seminarios y Talleres);Ministerio de Cultura - Dirección General de Enseñanza Artística;General;Estado Municipal;Biblioteca||Espacio Escénico (Teatro, Música y Danza);-58.4139;-34.6060208756709
86;Conservatorio Superior de Música Manuel de Falla - Anexo 1;;;1424;BARCO CENTENERA del 741;Caballito;Comuna 6;Lunes a Viernes de 17:30 a 22:30.;4432-1429;dgartfalla@buenosaires.gob.ar;http://www.buenosaires.gov.ar/areas/cultura/dg_ens_art/cons_de_falla.php;Espacio de Formación (Carreras, Seminarios y Talleres);Ministerio de Cultura - Dirección General de Enseñanza Artística;General;Estado Municipal;Espacio Escénico (Teatro, Música y Danza);-58.4401;-34.6281007860587
87;Conservatorio Superior de Música Manuel de Falla - Anexo 2;;;1425;SALGUERO, JERONIMO 2445;Palermo;Comuna 14;Lunes a Viernes de 18:00 a 22:00.;4804-2359;dgartfalla@buenosaires.gob.ar;http://www.buenosaires.gov.ar/areas/cultura/dg_ens_art/cons_de_falla.php;Espacio de Formación (Carreras, Seminarios y Talleres);Ministerio de Cultura - Dirección General de Enseñanza Artística;General;Estado Municipal;Espacio Escénico (Teatro, Música y Danza);-58.4105;-34.5838420119863
88;Conservatorio Superior de Música Manuel de Falla - Anexo 3;;;1251;HUMBERTO 1Â° 3171;San Cristobal;Comuna 3;Lunes a Viernes de 18:00 a 22:00.;4932-1541;dgartfalla@buenosaires.gob.ar;http://www.buenosaires.gov.ar/areas/cultura/dg_ens_art/cons_de_falla.php;Espacio de Formación (Carreras, Seminarios y Talleres);Ministerio de Cultura - Dirección General de Enseñanza Artística;General;Estado Municipal;Espacio Escénico (Teatro, Música y Danza);-58.4101;-34.6236372923776
89;Conservatorio Superior de Música Manuel de Falla - Anexo 4;;;1414;CAMARGO 725;Villa Crespo;Comuna 15;Lunes a Viernes de 18:00 a 22:00.;4854-4277;dgartfalla@buenosaires.gob.ar;http://www.buenosaires.gov.ar/areas/cultura/dg_ens_art/cons_de_falla.php;Espacio de Formación (Carreras, Seminarios y Talleres);Ministerio de Cultura - Dirección General de Enseñanza Artística;General;Estado Municipal;Espacio Escénico (Teatro, Música y Danza);-58.442;-34.5987000241317
90;Conservatorio Superior de Música Manuel de Falla - Sede Central;2;;1172;GALLO 238;Almagro;Comuna 5;Lunes a Viernes de 8:30 a 22:00.;4865-9005;dgartfalla@buenosaires.gob.ar;http://www.buenosaires.gov.ar/areas/cultura/dg_ens_art/cons_de_falla.php;Espacio de Formación (Carreras, Seminarios y Talleres);Ministerio de Cultura - Dirección General de Enseñanza Artística;General;Estado Municipal;Espacio Escénico (Teatro, Música y Danza)||Biblioteca;-58.4136;-34.6058517378222
91;Escuela Metropolitana de Arte Dramática - Anexo 1;;;1414;JUFRE 141;Villa Crespo;Comuna 15;Lunes a Viernes de 9:00 a 14:00.;4773-0755;dgeartmad@buenosaires.gob.ar;http://www.buenosaires.gov.ar/areas/cultura/dg_ens_art/esc_metrop_art_dram.php;Espacio de Formación (Carreras, Seminarios y Talleres);Ministerio de Cultura - Dirección General de Enseñanza Artística;General;Estado Municipal;Espacio Escénico (Teatro, Música y Danza);-58.4304;-34.5977043316915
92;Escuela Metropolitana de Arte Dramático;;;1044;SARMIENTO 2573;Balvanera;Comuna 3;Lunes a Viernes de 9:00 a 23:00.;4953-9368;dgartemad@buenosaires.gob.ar;http://www.buenosaires.gov.ar/areas/cultura/dg_ens_art/esc_metrop_art_dram.php;Espacio de Formación (Carreras, Seminarios y Talleres);Ministerio de Cultura - Dirección General de Enseñanza Artística;General;Estado Municipal;Espacio Escénico (Teatro, Música y Danza)||Biblioteca;-58.4031;-34.6063015242694
93;Espacio Teatral Los Andes;;;1427;LEIVA 4249;Chacarita;Comuna 15;Lunes a Viernes de 15:00 a 22:00. Sábados de 10:00 a 20:30.;4855-0177;dgeartextension@buenosaires.gob.ar;http://www.buenosaires.gov.ar/areas/cultura/dg_ens_art/los_andes.php;Espacio de Formación (Carreras, Seminarios y Talleres);Ministerio de Cultura - Dirección General de Enseñanza Artística;Niños y adolescentes;Estado Municipal;Espacio Escénico (Teatro, Música y Danza);-58.45;-34.5923588486848
94;Estudio Urbano;;;1406;CURAPALIGUE 585;Parque Chacabuco;Comuna 7;Lunes a Viernes de 10:00 a 21:00.;4633-9197 // 4634-2175;estudiourbano@buenosaires.gob.ar;www.buenosaires.gov.ar/areas/cultura/dg_musica/estudio_urbano.php;Espacio de Formación (Carreras, Seminarios y Talleres);Ministerio de Cultura - Dirección General de Música;Jóvenes;Estado Municipal;;-58.4513;-34.6314352504791
95;Instituto de Investigación en Etnomusicología;4;;1066;BOLIVAR 191;Monserrat;Comuna 1;Lunes a Viernes de 8:00 a 20:00.;4343-0559;iiet_dgart@buenosaires.gob.ar;http://www.buenosaires.gov.ar/areas/cultura/dg_ens_art/etnomusicologia;Espacio de Formación (Carreras, Seminarios y Talleres);Ministerio de Cultura - Dirección General de Enseñanza Artística;General;Estado Municipal;Biblioteca||Archivo;-58.3735;-34.6101198495901
96;Instituto Vocacional de Arte Manuel José de Labardén - Anexo 1;;;1406;CURAPALIGUE AV. 1026;Parque Chacabuco;Comuna 7;Lunes a Viernes de 8:30 a 21:30.;4922-9621;ivarte@buenosaires.gob.ar;http://www.buenosaires.gov.ar/areas/cultura/dg_ens_art/labarden.php;Espacio de Formación (Carreras, Seminarios y Talleres);Ministerio de Cultura - Dirección General de Enseñanza Artística;Niños y adolescentes;Estado Municipal;;-58.4472;-34.6351651122505
97;Instituto Vocacional de Arte Manuel José de Labardén - Anexo 2;;;1407;COLLIVADINO, PIO 470;Parque Avellaneda;Comuna 9;Lunes a Viernes de 8:30 a 21:30.;4671-2911;ivarte@buenosaires.gob.ar;http://www.buenosaires.gov.ar/areas/cultura/dg_ens_art/labarden.php;Espacio de Formación (Carreras, Seminarios y Talleres);Ministerio de Cultura - Dirección General de Enseñanza Artística;Niños y adolescentes;Estado Municipal;Sala de Exposición||Espacio Escénico (Teatro, Música y Danza)||Biblioteca;-58.4835;-34.6404920448423
98;Instituto Vocacional de Arte Manuel José de Labardén - Sede Central;;;1153;GARAY, JUAN DE AV. 1684;Constitucion;Comuna 1;Lunes a Viernes de 8:30 a 21:30.;4304-6956;ivarte@buenosaires.gob.ar;http://www.buenosaires.gov.ar/areas/cultura/dg_ens_art/labarden.php;Espacio de Formación (Carreras, Seminarios y Talleres);Ministerio de Cultura - Dirección General de Enseñanza Artística;Niños y adolescentes;Estado Municipal;Biblioteca||Espacio Escénico (Teatro, Música y Danza)||Sala de Exposición;-58.3891;-34.6272769116846
99;Recreo de las Artes - Sede Constitución;;;1134;SOLIS 1815;Constitucion;Comuna 1;Martes y Jueves de 17:00 a 21:00.;4304-8692;recreodelasartes@buenosaires.gob.ar;http://www.buenosaires.gov.ar/areas/cultura/dg_ens_art/recreodelasartes.php;Espacio de Formación (Carreras, Seminarios y Talleres);Ministerio de Cultura - Dirección General de Enseñanza Artística;Niños y adolescentes;Estado Municipal;;-58.3893;-34.6293710008332
100;Recreo de las Artes - Sede La Boca;;;1166;ROCHA 1226;Boca;Comuna 4;Lunes y Miércoles de 17:00 a 21:00.;4301-1020;recreodelasartes@buenosaires.gob.ar;http://www.buenosaires.gov.ar/areas/cultura/dg_ens_art/recreodelasartes.php;Espacio de Formación (Carreras, Seminarios y Talleres);Ministerio de Cultura - Dirección General de Enseñanza Artística;Niños y adolescentes;Estado Municipal;;-58.3679;-34.6418356190805
101;Auditorio Eva Perón - Parque Centenario;;;1405;PATRICIAS ARGENTINAS AV. y LILLO AV.;Caballito;Comuna 6;Martes a Domingo de 10:00 a 23:00.;4982-2106;mbaartistica@buenosaires.gob.ar;;Espacio Escénico (Teatro, Música y Danza);Ministerio de Cultura - Dirección General de Música;General;Estado Municipal;;-58.4378;-34.6054771253205
102;Teatro 25 de Mayo;PB;;1431;TRIUNVIRATO AV. 4444;Villa Urquiza;Comuna 12;Lunes a Domingos de 10:00 a 21:00.;4524-7997;el25@buenosaires.gob.ar;http://www.centroculturalsanmartin.com;Espacio Escénico (Teatro, Música y Danza);Ministerio de Cultura - Centro Cultural General San Martín;General;Estado Municipal;Sala de Exposición||Milonga y/o Tanguería||Espacio de Formación (Carreras, Seminarios y Talleres)||Centro Cultural||Cine;-58.4836;-34.5761766492003
